Date,Reasons_for_high_or_low_prediction,Type_of_Day,Actual_New,Actual_Review,Actual_Total,Month_Number,Month_Name,Year,Day,Day_Of_Week
2022-03-19,,0.0,211,353,564,3,March,2022,19,5
2022-03-20,,0.0,12,40,52,3,March,2022,20,6
2022-03-21,Subamuhoortham,1.0,245,294,539,3,March,2022,21,0
2022-03-22,,0.0,181,332,513,3,March,2022,22,1
2022-03-23,Subamuhoortham,1.0,183,374,557,3,March,2022,23,2
2022-03-24,,0.0,171,316,487,3,March,2022,24,3
2022-03-25,Astami,1.0,143,250,393,3,March,2022,25,4
2022-03-26,Navami,1.0,196,303,499,3,March,2022,26,5
2022-03-27,Subamuhoortham,1.0,10,30,40,3,March,2022,27,6
2022-03-28,,0.0,178,243,421,3,March,2022,28,0
2022-03-29,,0.0,140,244,384,3,March,2022,29,1
2022-03-30,Subamuhoortham,1.0,156,315,471,3,March,2022,30,2
2022-03-31,,0.0,131,249,380,3,March,2022,31,3
2022-04-01,,0.0,137,292,429,4,April,2022,1,4
2022-04-02,,0.0,235,393,628,4,April,2022,2,5
2022-04-03,,0.0,7,29,36,4,April,2022,3,6
2022-04-04,,0.0,217,309,526,4,April,2022,4,0
2022-04-05,,0.0,154,309,463,4,April,2022,5,1
2022-04-06,,0.0,139,314,453,4,April,2022,6,2
2022-04-07,,0.0,141,310,451,4,April,2022,7,3
2022-04-08,,0.0,175,323,498,4,April,2022,8,4
2022-04-09,,0.0,190,348,538,4,April,2022,9,5
2022-04-10,,0.0,6,47,53,4,April,2022,10,6
2022-04-11,,0.0,207,295,502,4,April,2022,11,0
2022-04-12,,0.0,143,294,437,4,April,2022,12,1
2022-04-13,,0.0,117,308,425,4,April,2022,13,2
2022-04-14,Tamil New Year,3.0,122,235,357,4,April,2022,14,3
2022-04-15,Subamuhoortham,1.0,217,352,569,4,April,2022,15,4
2022-04-16,,0.0,180,325,505,4,April,2022,16,5
2022-04-17,,0.0,9,59,68,4,April,2022,17,6
2022-04-18,,0.0,202,287,489,4,April,2022,18,0
2022-04-19,,0.0,164,341,505,4,April,2022,19,1
2022-04-20,,0.0,158,314,472,4,April,2022,20,2
2022-04-21,Subamuhoortham,1.0,148,328,476,4,April,2022,21,3
2022-04-22,,0.0,124,308,432,4,April,2022,22,4
2022-04-23,,0.0,167,311,478,4,April,2022,23,5
2022-04-24,,0.0,12,24,36,4,April,2022,24,6
2022-04-25,Subamuhoortham,1.0,191,273,464,4,April,2022,25,0
2022-04-26,,0.0,156,348,504,4,April,2022,26,1
2022-04-27,,0.0,145,329,474,4,April,2022,27,2
2022-04-28,,0.0,130,275,405,4,April,2022,28,3
2022-04-29,Subamuhoortham,1.0,118,255,373,4,April,2022,29,4
2022-04-30,,0.0,111,212,323,4,April,2022,30,5
2022-05-01,Workers Day,2.0,7,43,50,5,May,2022,1,6
2022-05-02,,0.0,203,311,514,5,May,2022,2,0
2022-05-03,,0.0,185,332,517,5,May,2022,3,1
2022-05-04,Subamuhoortham,1.0,145,282,427,5,May,2022,4,2
2022-05-05,,0.0,151,315,466,5,May,2022,5,3
2022-05-06,Subamuhoortham,1.0,150,352,502,5,May,2022,6,4
2022-05-07,Sashti,1.0,148,277,425,5,May,2022,7,5
2022-05-08,Subamuhoortham,1.0,15,38,53,5,May,2022,8,6
2022-05-09,Astami,1.0,189,277,466,5,May,2022,9,0
2022-05-10,Navami,1.0,157,284,441,5,May,2022,10,1
2022-05-11,,0.0,157,312,469,5,May,2022,11,2
2022-05-12,,0.0,152,354,506,5,May,2022,12,3
2022-05-13,Subamuhoortham,1.0,89,182,271,5,May,2022,13,4
2022-05-14,,0.0,173,347,520,5,May,2022,14,5
2022-05-15,Subamuhoortham,1.0,3,103,106,5,May,2022,15,6
2022-05-16,Powrnami,1.0,235,288,523,5,May,2022,16,0
2022-05-17,,0.0,152,277,429,5,May,2022,17,1
2022-05-18,,0.0,175,315,490,5,May,2022,18,2
2022-05-19,,0.0,164,350,514,5,May,2022,19,3
2022-05-20,,0.0,140,275,415,5,May,2022,20,4
2022-05-21,,0.0,180,360,540,5,May,2022,21,5
2022-05-22,,0.0,6,26,32,5,May,2022,22,6
2022-05-23,Astami,1.0,175,283,458,5,May,2022,23,0
2022-05-24,Navami,1.0,158,286,444,5,May,2022,24,1
2022-05-25,Subamuhoortham,1.0,154,353,507,5,May,2022,25,2
2022-05-26,Subamuhoortham,1.0,139,321,460,5,May,2022,26,3
2022-05-27,,0.0,154,282,436,5,May,2022,27,4
2022-05-28,,0.0,181,325,506,5,May,2022,28,5
2022-05-29,,0.0,9,68,77,5,May,2022,29,6
2022-05-30,Ammavasai,1.0,196,228,424,5,May,2022,30,0
2022-05-31,,0.0,154,247,401,5,May,2022,31,1
2022-06-01,,0.0,171,299,470,6,June,2022,1,2
2022-06-02,,0.0,173,328,501,6,June,2022,2,3
2022-06-03,,0.0,138,289,427,6,June,2022,3,4
2022-06-04,,0.0,152,306,458,6,June,2022,4,5
2022-06-05,Sashti,1.0,8,24,32,6,June,2022,5,6
2022-06-06,,0.0,227,268,495,6,June,2022,6,0
2022-06-07,Astami,1.0,134,344,478,6,June,2022,7,1
2022-06-08,Navami,1.0,178,284,462,6,June,2022,8,2
2022-06-09,,0.0,123,277,400,6,June,2022,9,3
2022-06-10,Yagadasi,3.0,124,289,413,6,June,2022,10,4
2022-06-11,,0.0,203,305,508,6,June,2022,11,5
2022-06-12,,0.0,4,27,31,6,June,2022,12,6
2022-06-13,Powrnami,1.0,153,221,374,6,June,2022,13,0
2022-06-14,,0.0,162,294,456,6,June,2022,14,1
2022-06-15,,0.0,155,353,508,6,June,2022,15,2
2022-06-16,,0.0,187,340,527,6,June,2022,16,3
2022-06-17,,0.0,136,317,453,6,June,2022,17,4
2022-06-18,,0.0,210,351,561,6,June,2022,18,5
2022-06-19,Sashti,1.0,16,36,52,6,June,2022,19,6
2022-06-20,,0.0,206,318,524,6,June,2022,20,0
2022-06-21,Astami,1.0,164,332,496,6,June,2022,21,1
2022-06-22,Navami,1.0,182,350,532,6,June,2022,22,2
2022-06-23,,0.0,157,306,463,6,June,2022,23,3
2022-06-24,,0.0,137,331,468,6,June,2022,24,4
2022-06-25,Karthigai,1.0,226,385,611,6,June,2022,25,5
2022-06-26,,0.0,7,46,53,6,June,2022,26,6
2022-06-27,Sivarathiri,2.0,202,232,434,6,June,2022,27,0
2022-06-28,Ammavasai,1.0,185,288,473,6,June,2022,28,1
2022-06-29,,0.0,140,324,464,6,June,2022,29,2
2022-06-30,,0.0,204,298,502,6,June,2022,30,3
2022-07-01,,0.0,179,314,493,7,July,2022,1,4
2022-07-02,,0.0,206,361,567,7,July,2022,2,5
2022-07-03,SASTI,1.0,5,41,46,7,July,2022,3,6
2022-07-04,,0.0,261,314,575,7,July,2022,4,0
2022-07-05,ASTAMI,1.0,188,296,484,7,July,2022,5,1
2022-07-06,NAVAMI,1.0,177,325,502,7,July,2022,6,2
2022-07-07,,0.0,160,341,501,7,July,2022,7,3
2022-07-08,,0.0,158,307,465,7,July,2022,8,4
2022-07-09,,0.0,241,360,601,7,July,2022,9,5
2022-07-10,,0.0,12,49,61,7,July,2022,10,6
2022-07-11,POWRNAMI,1.0,229,292,521,7,July,2022,11,0
2022-07-12,,0.0,196,344,540,7,July,2022,12,1
2022-07-13,,0.0,164,286,450,7,July,2022,13,2
2022-07-14,,0.0,129,325,454,7,July,2022,14,3
2022-07-15,Adi 1st,3.0,178,317,495,7,July,2022,15,4
2022-07-16,,0.0,177,315,492,7,July,2022,16,5
2022-07-17,SASTI,1.0,3,31,34,7,July,2022,17,6
2022-07-18,,0.0,209,255,464,7,July,2022,18,0
2022-07-19,ASTAMI,1.0,171,394,565,7,July,2022,19,1
2022-07-20,NAVAMI,1.0,159,310,469,7,July,2022,20,2
2022-07-21,KARTHIGAI,1.0,166,309,475,7,July,2022,21,3
2022-07-22,YAGATHASI,1.0,154,272,426,7,July,2022,22,4
2022-07-23,,0.0,222,319,541,7,July,2022,23,5
2022-07-24,,0.0,3,29,32,7,July,2022,24,6
2022-07-25,,0.0,227,282,509,7,July,2022,25,0
2022-07-26,,0.0,152,300,452,7,July,2022,26,1
2022-07-27,,0.0,169,268,437,7,July,2022,27,2
2022-07-28,AMMAVASAI,1.0,116,280,396,7,July,2022,28,3
2022-07-29,,0.0,131,295,426,7,July,2022,29,4
2022-07-30,,0.0,176,303,479,7,July,2022,30,5
2022-07-31,,0.0,6,33,39,7,July,2022,31,6
2022-08-01,,0.0,164,254,418,8,August,2022,1,0
2022-08-02,,0.0,131,299,430,8,August,2022,2,1
2022-08-03,Adi perukku,1.0,123,230,353,8,August,2022,3,2
2022-08-04,,0.0,114,262,376,8,August,2022,4,3
2022-08-05,ASTAMI,1.0,122,276,398,8,August,2022,5,4
2022-08-06,NAVAMI,1.0,154,280,434,8,August,2022,6,5
2022-08-07,,0.0,4,27,31,8,August,2022,7,6
2022-08-08,,0.0,174,283,457,8,August,2022,8,0
2022-08-09,MOHARAM,1.0,176,401,577,8,August,2022,9,1
2022-08-10,,0.0,158,282,440,8,August,2022,10,2
2022-08-11,POWRNAMI,1.0,163,298,461,8,August,2022,11,3
2022-08-12,,0.0,150,305,455,8,August,2022,12,4
2022-08-13,,0.0,173,377,550,8,August,2022,13,5
2022-08-14,,0.0,6,32,38,8,August,2022,14,6
2022-08-15,,0.0,216,273,489,8,August,2022,15,0
2022-08-16,,0.0,153,299,452,8,August,2022,16,1
2022-08-17,SASTI,1.0,188,295,483,8,August,2022,17,2
2022-08-18,,0.0,145,338,483,8,August,2022,18,3
2022-08-19,GOKULA ASTAMI,1.0,201,373,574,8,August,2022,19,4
2022-08-20,NAVAMI,1.0,157,316,473,8,August,2022,20,5
2022-08-21,SUBAMUHURTHAM,1.0,6,38,44,8,August,2022,21,6
2022-08-22,SUBAMUHURTHAM,1.0,202,267,469,8,August,2022,22,0
2022-08-23,,0.0,157,288,445,8,August,2022,23,1
2022-08-24,SUBAMUHURTHAM,1.0,118,285,403,8,August,2022,24,2
2022-08-25,SIVARATHRI,1.0,154,283,437,8,August,2022,25,3
2022-08-26,AMMAVASAI,1.0,116,258,374,8,August,2022,26,4
2022-08-27,,0.0,152,262,414,8,August,2022,27,5
2022-08-28,,0.0,7,20,27,8,August,2022,28,6
2022-08-29,SUBAMUHURTHAM,1.0,174,223,397,8,August,2022,29,0
2022-08-30,,0.0,109,253,362,8,August,2022,30,1
2022-08-31,VINAYAGAR SATHOORTHI,1.0,121,163,284,8,August,2022,31,2
2022-09-01,SUBAMUHOORTHAM,1.0,126,205,331,9,September,2022,1,3
2022-09-02,SASTI,1.0,126,255,381,9,September,2022,2,4
2022-09-03,ASTAMI,1.0,152,260,412,9,September,2022,3,5
2022-09-04,NAVAMI,1.0,8,5,13,9,September,2022,4,6
2022-09-05,SUBAMUHOORTHAM,1.0,166,246,412,9,September,2022,5,0
2022-09-06,,0.0,169,293,462,9,September,2022,6,1
2022-09-07,SUBAMUHOORTHAM,1.0,124,246,370,9,September,2022,7,2
2022-09-08,SUBAMUHOORTHAM,1.0,123,214,337,9,September,2022,8,3
2022-09-09,POWRNAMI,1.0,129,275,404,9,September,2022,9,4
2022-09-10,SUBAMUHOORTHAM,1.0,197,345,542,9,September,2022,10,5
2022-09-11,,0.0,8,26,34,9,September,2022,11,6
2022-09-12,,0.0,222,251,473,9,September,2022,12,0
2022-09-13,,0.0,178,314,492,9,September,2022,13,1
2022-09-14,,0.0,157,270,427,9,September,2022,14,2
2022-09-15,KARTHIGAI,1.0,143,269,412,9,September,2022,15,3
2022-09-16,SASTI,1.0,156,257,413,9,September,2022,16,4
2022-09-17,,0.0,157,287,444,9,September,2022,17,5
2022-09-18,ASTAMI,1.0,14,20,34,9,September,2022,18,6
2022-09-19,NAVAMI,1.0,229,315,544,9,September,2022,19,0
2022-09-20,,0.0,167,337,504,9,September,2022,20,1
2022-09-21,,0.0,176,317,493,9,September,2022,21,2
2022-09-22,,0.0,129,282,411,9,September,2022,22,3
2022-09-23,,0.0,145,314,459,9,September,2022,23,4
2022-09-24,,0.0,168,317,485,9,September,2022,24,5
2022-09-25,AMMAVASAI,1.0,5,28,33,9,September,2022,25,6
2022-09-26,,0.0,152,282,434,9,September,2022,26,0
2022-09-27,,0.0,129,297,426,9,September,2022,27,1
2022-09-28,,0.0,145,301,446,9,September,2022,28,2
2022-09-29,,0.0,134,301,435,9,September,2022,29,3
2022-09-30,,0.0,114,285,399,9,September,2022,30,4
2022-10-01,SASTI,1.0,165,291,456,10,October,2022,1,5
2022-10-02,GANDHIJAYANTHI,2.0,11,24,35,10,October,2022,2,6
2022-10-03,,0.0,234,307,541,10,October,2022,3,0
2022-10-04,SARASHWATHIPOOJAI,1.0,118,197,315,10,October,2022,4,1
2022-10-05,VIJAYATASAMI,1.0,207,301,508,10,October,2022,5,2
2022-10-06,YAGATHASAI,1.0,191,388,579,10,October,2022,6,3
2022-10-07,,0.0,173,355,528,10,October,2022,7,4
2022-10-08,,0.0,151,329,480,10,October,2022,8,5
2022-10-09,"POWRNAMI,MILADINABI",1.0,10,35,45,10,October,2022,9,6
2022-10-10,,0.0,155,278,433,10,October,2022,10,0
2022-10-11,,0.0,122,183,305,10,October,2022,11,1
2022-10-12,,0.0,141,239,380,10,October,2022,12,2
2022-10-13,,0.0,116,284,400,10,October,2022,13,3
2022-10-14,,0.0,115,276,391,10,October,2022,14,4
2022-10-15,SASTI,1.0,125,273,398,10,October,2022,15,5
2022-10-16,,0.0,12,32,44,10,October,2022,16,6
2022-10-17,ASTAMI,1.0,125,262,387,10,October,2022,17,0
2022-10-18,NAVAMI,1.0,112,278,390,10,October,2022,18,1
2022-10-19,,0.0,107,209,316,10,October,2022,19,2
2022-10-20,,0.0,111,243,354,10,October,2022,20,3
2022-10-21,YAGATHASAI,1.0,89,238,327,10,October,2022,21,4
2022-10-22,,0.0,144,247,391,10,October,2022,22,5
2022-10-23,SHIVARATHIRI,1.0,42,11,53,10,October,2022,23,6
2022-10-24,DIWALI,2.0,52,11,63,10,October,2022,24,0
2022-10-25,,0.0,224,273,497,10,October,2022,25,1
2022-10-26,,0.0,226,367,593,10,October,2022,26,2
2022-10-27,,0.0,234,352,586,10,October,2022,27,3
2022-10-28,SUBAMUHOORTHAM,1.0,178,345,523,10,October,2022,28,4
2022-10-29,,0.0,215,353,568,10,October,2022,29,5
2022-10-30,SUBAMUHOORTHAM,1.0,6,35,41,10,October,2022,30,6
2022-10-31,,0.0,245,306,551,10,October,2022,31,0
2022-11-01,Astami,1.0,196,332,528,11,November,2022,1,1
2022-11-02,Navami,1.0,151,339,490,11,November,2022,2,2
2022-11-03,,0.0,149,316,465,11,November,2022,3,3
2022-11-04,,0.0,130,296,426,11,November,2022,4,4
2022-11-05,,0.0,192,343,535,11,November,2022,5,5
2022-11-06,,0.0,10,41,51,11,November,2022,6,6
2022-11-07,Powrnami,1.0,198,267,465,11,November,2022,7,0
2022-11-08,Guru nanak jayanti,1.0,166,282,448,11,November,2022,8,1
2022-11-09,Karthigai,1.0,159,298,457,11,November,2022,9,2
2022-11-10,,0.0,151,310,461,11,November,2022,10,3
2022-11-11,subamuhoortham,1.0,87,222,309,11,November,2022,11,4
2022-11-12,,0.0,144,253,397,11,November,2022,12,5
2022-11-13,,0.0,4,35,39,11,November,2022,13,6
2022-11-14,subamuhoortham,1.0,192,281,473,11,November,2022,14,0
2022-11-15,Astami,1.0,170,319,489,11,November,2022,15,1
2022-11-16,Navami,1.0,149,317,466,11,November,2022,16,2
2022-11-17,Karthigai 1,1.0,144,327,471,11,November,2022,17,3
2022-11-18,,0.0,160,245,405,11,November,2022,18,4
2022-11-19,,0.0,193,290,483,11,November,2022,19,5
2022-11-20,subamuhoortham,1.0,13,24,37,11,November,2022,20,6
2022-11-21,,0.0,179,271,450,11,November,2022,21,0
2022-11-22,,0.0,154,267,421,11,November,2022,22,1
2022-11-23,Ammavasai,1.0,174,269,443,11,November,2022,23,2
2022-11-24,,0.0,124,285,409,11,November,2022,24,3
2022-11-25,,0.0,128,252,380,11,November,2022,25,4
2022-11-26,,0.0,178,306,484,11,November,2022,26,5
2022-11-27,,0.0,7,44,51,11,November,2022,27,6
2022-11-28,,0.0,213,277,490,11,November,2022,28,0
2022-11-29,sasti,1.0,156,281,437,11,November,2022,29,1
2022-11-30,Astami,1.0,151,270,421,11,November,2022,30,2
2022-12-01,Navami,1.0,139,261,400,12,December,2022,1,3
2022-12-02,,0.0,131,234,365,12,December,2022,2,4
2022-12-03,,0.0,156,279,435,12,December,2022,3,5
2022-12-04,Subamuhoortham,1.0,11,37,48,12,December,2022,4,6
2022-12-05,,0.0,181,226,407,12,December,2022,5,0
2022-12-06,,0.0,130,236,366,12,December,2022,6,1
2022-12-07,Pownarmi,1.0,146,313,459,12,December,2022,7,2
2022-12-08,,0.0,167,300,467,12,December,2022,8,3
2022-12-09,,0.0,147,274,421,12,December,2022,9,4
2022-12-10,,0.0,127,255,382,12,December,2022,10,5
2022-12-11,Subamuhoortham,1.0,8,36,44,12,December,2022,11,6
2022-12-12,Subamuhoortham,1.0,145,265,410,12,December,2022,12,0
2022-12-13,,0.0,165,277,442,12,December,2022,13,1
2022-12-14,Sasti,1.0,137,263,400,12,December,2022,14,2
2022-12-15,Astami,1.0,147,295,442,12,December,2022,15,3
2022-12-16,Navami,1.0,136,266,402,12,December,2022,16,4
2022-12-17,,0.0,169,287,456,12,December,2022,17,5
2022-12-18,,0.0,14,21,35,12,December,2022,18,6
2022-12-19,,0.0,186,288,474,12,December,2022,19,0
2022-12-20,,0.0,153,277,430,12,December,2022,20,1
2022-12-21,,0.0,135,301,436,12,December,2022,21,2
2022-12-22,Ammavasai,1.0,124,303,427,12,December,2022,22,3
2022-12-23,,0.0,119,278,397,12,December,2022,23,4
2022-12-24,,0.0,181,313,494,12,December,2022,24,5
2022-12-25,Christmas,2.0,8,29,37,12,December,2022,25,6
2022-12-26,,0.0,249,314,563,12,December,2022,26,0
2022-12-27,,0.0,189,316,505,12,December,2022,27,1
2022-12-28,,0.0,191,352,543,12,December,2022,28,2
2022-12-29,,0.0,184,361,545,12,December,2022,29,3
2022-12-30,,0.0,205,367,572,12,December,2022,30,4
2022-12-31,,0.0,159,245,404,12,December,2022,31,5
2023-01-01,New year,2.0,10,29,39,1,January,2023,1,6
2023-01-02,vaigunda yegadesi,1.0,162,217,379,1,January,2023,2,0
2023-01-03,,0.0,165,246,411,1,January,2023,3,1
2023-01-04,,0.0,132,229,361,1,January,2023,4,2
2023-01-05,,0.0,118,263,381,1,January,2023,5,3
2023-01-06,,0.0,112,233,345,1,January,2023,6,4
2023-01-07,,0.0,159,262,421,1,January,2023,7,5
2023-01-08,,0.0,8,22,30,1,January,2023,8,6
2023-01-09,,0.0,152,237,389,1,January,2023,9,0
2023-01-10,,0.0,111,252,363,1,January,2023,10,1
2023-01-11,,0.0,105,202,307,1,January,2023,11,2
2023-01-12,,0.0,81,209,290,1,January,2023,12,3
2023-01-13,,0.0,119,184,303,1,January,2023,13,4
2023-01-14,Bogi,3.0,86,178,264,1,January,2023,14,5
2023-01-15,pongal,3.0,6,7,13,1,January,2023,15,6
2023-01-16,Mattupongal,3.0,137,168,305,1,January,2023,16,0
2023-01-17,ulavar thirunal,1.0,102,137,239,1,January,2023,17,1
2023-01-18,Suba Muhoortham,1.0,222,313,535,1,January,2023,18,2
2023-01-19,,0.0,189,331,520,1,January,2023,19,3
2023-01-20,Suba Muhoortham,1.0,152,272,424,1,January,2023,20,4
2023-01-21,Thai Ammavasai,1.0,160,281,441,1,January,2023,21,5
2023-01-22,,0.0,11,31,42,1,January,2023,22,6
2023-01-23,valarpirai subamuhoortham,1.0,190,262,452,1,January,2023,23,0
2023-01-24,,0.0,174,288,462,1,January,2023,24,1
2023-01-25,,0.0,147,269,416,1,January,2023,25,2
2023-01-26,"Republic Day, subamuhoortham",2.0,216,323,539,1,January,2023,26,3
2023-01-27,valarpirai subamuhoortham,1.0,154,257,411,1,January,2023,27,4
2023-01-28,,0.0,155,333,488,1,January,2023,28,5
2023-01-29,,0.0,7,27,34,1,January,2023,29,6
2023-01-30,,0.0,198,259,457,1,January,2023,30,0
2023-01-31,,0.0,139,283,422,1,January,2023,31,1
2023-02-01,valarpirai subamuhoortham,1.0,131,238,369,2,February,2023,1,2
2023-02-02,,0.0,143,282,425,2,February,2023,2,3
2023-02-03,valarpirai subamuhoortham,1.0,132,266,398,2,February,2023,3,4
2023-02-04,,0.0,211,303,514,2,February,2023,4,5
2023-02-05,Thai poosam,1.0,5,20,25,2,February,2023,5,6
2023-02-06,,0.0,202,295,497,2,February,2023,6,0
2023-02-07,,0.0,157,307,464,2,February,2023,7,1
2023-02-08,,0.0,172,288,460,2,February,2023,8,2
2023-02-09,,0.0,147,259,406,2,February,2023,9,3
2023-02-10,Suba Muhoortham,1.0,135,310,445,2,February,2023,10,4
2023-02-11,,0.0,232,352,584,2,February,2023,11,5
2023-02-12,Suba Muhoortham,1.0,6,25,31,2,February,2023,12,6
2023-02-13,,0.0,194,298,492,2,February,2023,13,0
2023-02-14,,1.0,144,266,410,2,February,2023,14,1
2023-02-15,,1.0,143,268,411,2,February,2023,15,2
2023-02-16,Suba Muhoortham,1.0,153,280,433,2,February,2023,16,3
2023-02-17,,0.0,146,260,406,2,February,2023,17,4
2023-02-18,Maha Sivarathiri,2.0,145,295,440,2,February,2023,18,5
2023-02-19,Suba Muhoortham,1.0,7,31,38,2,February,2023,19,6
2023-02-20,,0.0,173,246,419,2,February,2023,20,0
2023-02-21,,0.0,138,257,395,2,February,2023,21,1
2023-02-22,,0.0,139,254,393,2,February,2023,22,2
2023-02-23,valarpirai subamuhoortham,1.0,142,239,381,2,February,2023,23,3
2023-02-24,,0.0,136,295,431,2,February,2023,24,4
2023-02-25,,0.0,170,317,487,2,February,2023,25,5
2023-02-26,,0.0,10,41,51,2,February,2023,26,6
2023-02-27,,0.0,188,272,460,2,February,2023,27,0
2023-02-28,,0.0,125,266,391,2,February,2023,28,1
2023-03-01,,0.0,148,280,428,3,March,2023,1,2
2023-03-02,,0.0,140,277,417,3,March,2023,2,3
2023-03-03,SUBHAMUHOORTHAM,1.0,132,266,398,3,March,2023,3,4
2023-03-04,,0.0,164,316,480,3,March,2023,4,5
2023-03-05,,0.0,8,29,37,3,March,2023,5,6
2023-03-06,,0.0,182,303,485,3,March,2023,6,0
2023-03-07,HOLI,2.0,164,266,430,3,March,2023,7,1
2023-03-08,womans day,2.0,133,302,435,3,March,2023,8,2
2023-03-09,SUBHAMUHOORTHAM,1.0,169,304,473,3,March,2023,9,3
2023-03-10,SUBHAMUHOORTHAM,1.0,152,323,475,3,March,2023,10,4
2023-03-11,,0.0,192,370,562,3,March,2023,11,5
2023-03-12,,0.0,8,41,49,3,March,2023,12,6
2023-03-13,SUBHAMUHOORTHAM,1.0,235,316,551,3,March,2023,13,0
2023-03-14,,0.0,160,316,476,3,March,2023,14,1
2023-03-15,,0.0,189,325,514,3,March,2023,15,2
2023-03-16,,0.0,142,303,445,3,March,2023,16,3
2023-03-17,SUBHAMUHOORTHAM,1.0,135,332,467,3,March,2023,17,4
2023-03-18,,0.0,204,321,525,3,March,2023,18,5
2023-03-19,,0.0,12,42,54,3,March,2023,19,6
2023-03-20,,0.0,198,286,484,3,March,2023,20,0
2023-03-21,,0.0,158,293,451,3,March,2023,21,1
2023-03-22,,0.0,203,342,545,3,March,2023,22,2
2023-03-23,SUBHAMUHOORTHAM,1.0,156,321,477,3,March,2023,23,3
2023-03-24,,0.0,175,288,463,3,March,2023,24,4
2023-03-25,,0.0,169,336,505,3,March,2023,25,5
2023-03-26,,0.0,8,41,49,3,March,2023,26,6
2023-03-27,SUBHAMUHOORTHAM,1.0,189,269,458,3,March,2023,27,0
2023-03-28,,0.0,149,335,484,3,March,2023,28,1
2023-03-29,,0.0,157,276,433,3,March,2023,29,2
2023-03-30,,0.0,147,266,413,3,March,2023,30,3
2023-03-31,,0.0,125,258,383,3,March,2023,31,4
2023-04-01,,0.0,160,281,441,4,April,2023,1,5
2023-04-02,,0.0,8,45,53,4,April,2023,2,6
2023-04-03,,0.0,191,277,468,4,April,2023,3,0
2023-04-04,,0.0,213,350,563,4,April,2023,4,1
2023-04-05,,0.0,113,246,359,4,April,2023,5,2
2023-04-06,,0.0,131,254,385,4,April,2023,6,3
2023-04-07,GOOD Friday,2.0,208,340,548,4,April,2023,7,4
2023-04-08,,0.0,180,291,471,4,April,2023,8,5
2023-04-09,,0.0,13,29,42,4,April,2023,9,6
2023-04-10,subamuhoortham,1.0,183,310,493,4,April,2023,10,0
2023-04-11,Tamil NEW YEAR,3.0,134,304,438,4,April,2023,11,1
2023-04-12,,0.0,146,312,458,4,April,2023,12,2
2023-04-13,,0.0,117,301,418,4,April,2023,13,3
2023-04-14,,0.0,124,188,312,4,April,2023,14,4
2023-04-15,,0.0,192,330,522,4,April,2023,15,5
2023-04-16,subamuhoortham,1.0,11,39,50,4,April,2023,16,6
2023-04-17,,0.0,199,330,529,4,April,2023,17,0
2023-04-18,,0.0,138,276,414,4,April,2023,18,1
2023-04-19,RAMJAN,2.0,128,250,378,4,April,2023,19,2
2023-04-20,,0.0,120,266,386,4,April,2023,20,3
2023-04-21,,0.0,127,277,404,4,April,2023,21,4
2023-04-22,,0.0,178,276,454,4,April,2023,22,5
2023-04-23,subamuhoortham,1.0,12,27,39,4,April,2023,23,6
2023-04-24,subamuhoortham,1.0,213,303,516,4,April,2023,24,0
2023-04-25,,0.0,143,284,427,4,April,2023,25,1
2023-04-26,subamuhoortham,1.0,150,307,457,4,April,2023,26,2
2023-04-27,subamuhoortham,1.0,149,299,448,4,April,2023,27,3
2023-04-28,,0.0,115,305,420,4,April,2023,28,4
2023-04-29,,0.0,158,318,476,4,April,2023,29,5
2023-04-30,,0.0,12,43,55,4,April,2023,30,6
2023-05-01,WORKERS DAY,2.0,300,363,663,5,May,2023,1,0
2023-05-02,,0.0,155,313,468,5,May,2023,2,1
2023-05-03,,0.0,158,317,475,5,May,2023,3,2
2023-05-04,SUBAMUHOORTHAM,1.0,152,336,488,5,May,2023,4,3
2023-05-05,POWRNAMI,1.0,149,302,451,5,May,2023,5,4
2023-05-06,,0.0,166,300,466,5,May,2023,6,5
2023-05-07,,0.0,6,47,53,5,May,2023,7,6
2023-05-08,,0.0,236,325,561,5,May,2023,8,0
2023-05-09,,0.0,164,334,498,5,May,2023,9,1
2023-05-10,,0.0,208,361,569,5,May,2023,10,2
2023-05-11,SUBAMUHOORTHAM,1.0,152,387,539,5,May,2023,11,3
2023-05-12,,0.0,163,394,557,5,May,2023,12,4
2023-05-13,,0.0,177,378,555,5,May,2023,13,5
2023-05-14,SUBAMUHOORTHAM,1.0,8,54,62,5,May,2023,14,6
2023-05-15,,0.0,212,326,538,5,May,2023,15,0
2023-05-16,,0.0,192,321,513,5,May,2023,16,1
2023-05-17,,0.0,208,369,577,5,May,2023,17,2
2023-05-18,,0.0,181,378,559,5,May,2023,18,3
2023-05-19,AMMAVASAI,1.0,145,308,453,5,May,2023,19,4
2023-05-20,,0.0,147,342,489,5,May,2023,20,5
2023-05-21,,0.0,9,44,53,5,May,2023,21,6
2023-05-22,SUBAMUHOORTHAM,1.0,194,324,518,5,May,2023,22,0
2023-05-23,,0.0,149,306,455,5,May,2023,23,1
2023-05-24,SUBAMUHOORTHAM,1.0,145,317,462,5,May,2023,24,2
2023-05-25,SUBAMUHOORTHAM,1.0,152,337,489,5,May,2023,25,3
2023-05-26,,0.0,148,376,524,5,May,2023,26,4
2023-05-27,,0.0,169,353,522,5,May,2023,27,5
2023-05-28,,0.0,11,25,36,5,May,2023,28,6
2023-05-29,,0.0,159,323,482,5,May,2023,29,0
